--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./recog/demo_korean/9th/pre\combined_020.png	아크레레트트11111아아아아리리리리리트리리리리	
./recog/demo_korean/9th/pre\combined_024.png	(틸레이프틸이/이세아세아이이이트        	
./recog/demo_korean/9th/pre\combined_029.png	잔탄검트로메타민                 	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	글리세린                     	
./recog/demo_korean/9th/pre\test_003.png	미네릴오일                    	
./recog/demo_korean/9th/pre\test_004.png	아이소프로필팔미테이트              	
./recog/demo_korean/9th/pre\test_005.png	페트롤라둘                    	
./recog/demo_korean/9th/pre\test_006.png	피이자-                     	
./recog/demo_korean/9th/pre\test_007.png	다이메티콘                    	
./recog/demo_korean/9th/pre\test_008.png	100스테아레이트                	
./recog/demo_korean/9th/pre\test_009.png	스테아릴알코올                  	
./recog/demo_korean/9th/pre\test_010.png	페녹시에탄올                   	
./recog/demo_korean/9th/pre\test_011.png	스테아릭애씨드                  	
./recog/demo_korean/9th/pre\test_012.png	에틸헥실글리세린                 	
./recog/demo_korean/9th/pre\test_013.png	글리세릴스테아레이트               	
./recog/demo_korean/9th/pre\test_014.png	암모늄이크릴로일다이에              	
./recog/demo_korean/9th/pre\test_015.png	틸타우레이트                   	
./recog/demo_korean/9th/pre\test_016.png	(브이피코폴리머                 	
./recog/demo_korean/9th/pre\test_017.png	소듐하이드록사이드                	
./recog/demo_korean/9th/pre\test_018.png	향료                       	
./recog/demo_korean/9th/pre\test_019.png	아크릴레이티c1-0               	
./recog/demo_korean/9th/pre\test_020.png	알리아크릴레하트로트폴폴리세           	
./recog/demo_korean/9th/pre\test_021.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_022.png	에탄올                      	
./recog/demo_korean/9th/pre\test_023.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\test_024.png	마그네슘아스피테이트               	
./recog/demo_korean/9th/pre\test_025.png	징크글루코네이트                 	
./recog/demo_korean/9th/pre\test_026.png	카페글루네네이트                 	
./recog/demo_korean/9th/pre\test_027.png	카보머                      	
./recog/demo_korean/9th/pre\test_028.png	잔탄검                      	
./recog/demo_korean/9th/pre\test_029.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_030.png	펜틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_031.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\test_032.png	하이드록시아세토페논               	
./recog/demo_korean/9th/pre\test_033.png	쇠비름추출물                   	
./recog/demo_korean/9th/pre\test_034.png	말라카이트추출물                 	
./recog/demo_korean/9th/pre\test_035.png	에틸헥실글리세린                 	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	페트롤라듐피이자                 	
./recog/demo_korean/9th/pre\combined_007.png	소듐하이알루로네이트               	
./recog/demo_korean/9th/pre\combined_008.png	다이세타루하스테아레이트             	
./recog/demo_korean/9th/pre\combined_011.png	하이드록레프프하이하이이드이이이드이드      	
./recog/demo_korean/9th/pre\combined_015.png	알도나이크크릴로필하이이이아이트이트       	
./recog/demo_korean/9th/pre\combined_018.png	하이하이//1이이라세코감감감          	
./recog/demo_korean/9th/pre\combined_020.png	아크레레트트11111아아아아리리리리리트리리리리	
./recog/demo_korean/9th/pre\combined_024.png	(틸레이프틸이/이세아세아이이이트        	
./recog/demo_korean/9th/pre\combined_029.png	잔탄검트로메타민                 	
./recog/demo_korean/9th/pre\half2.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\half.png	암모늄아크릴로일                 	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	글리세린                     	
./recog/demo_korean/9th/pre\test_003.png	미네릴오일                    	
./recog/demo_korean/9th/pre\test_004.png	아이소프로필팔미테이트              	
./recog/demo_korean/9th/pre\test_005.png	페트롤라둘                    	
./recog/demo_korean/9th/pre\test_006.png	피이자-                     	
./recog/demo_korean/9th/pre\test_007.png	다이메티콘                    	
./recog/demo_korean/9th/pre\test_008.png	100스테아레이트                	
./recog/demo_korean/9th/pre\test_009.png	스테아릴알코올                  	
./recog/demo_korean/9th/pre\test_010.png	페녹시에탄올                   	
./recog/demo_korean/9th/pre\test_011.png	스테아릭애씨드                  	
./recog/demo_korean/9th/pre\test_012.png	에틸헥실글리세린                 	
./recog/demo_korean/9th/pre\test_013.png	글리세릴스테아레이트               	
./recog/demo_korean/9th/pre\test_014.png	암모늄이크릴로일다이에              	
./recog/demo_korean/9th/pre\test_015.png	틸타우레이트                   	
./recog/demo_korean/9th/pre\test_016.png	(브이피코폴리머                 	
./recog/demo_korean/9th/pre\test_017.png	소듐하이드록사이드                	
./recog/demo_korean/9th/pre\test_018.png	향료                       	
./recog/demo_korean/9th/pre\test_019.png	아크릴레이티c1-0               	
./recog/demo_korean/9th/pre\test_020.png	알리아크릴레하트로트폴폴리세           	
./recog/demo_korean/9th/pre\test_021.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_022.png	에탄올                      	
./recog/demo_korean/9th/pre\test_023.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\test_024.png	마그네슘아스피테이트               	
./recog/demo_korean/9th/pre\test_025.png	징크글루코네이트                 	
./recog/demo_korean/9th/pre\test_026.png	카페글루네네이트                 	
./recog/demo_korean/9th/pre\test_027.png	카보머                      	
./recog/demo_korean/9th/pre\test_028.png	잔탄검                      	
./recog/demo_korean/9th/pre\test_029.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_030.png	펜틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_031.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\test_032.png	하이드록시아세토페논               	
./recog/demo_korean/9th/pre\test_033.png	쇠비름추출물                   	
./recog/demo_korean/9th/pre\test_034.png	말라카이트추출물                 	
./recog/demo_korean/9th/pre\test_035.png	에틸헥실글리세린                 	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	페트롤라듐피이자                 	
./recog/demo_korean/9th/pre\combined_007.png	소듐하이알루로네이트               	
./recog/demo_korean/9th/pre\combined_008.png	다이세타루하스테아레이트             	
./recog/demo_korean/9th/pre\combined_011.png	하이드록레프프하이하이이드이이이드이드      	
./recog/demo_korean/9th/pre\combined_015.png	알도나이크크릴로필하이이이아이트이트       	
./recog/demo_korean/9th/pre\combined_018.png	하이하이//1이이라세코감감감          	
./recog/demo_korean/9th/pre\combined_020.png	아크레레트트11111아아아아리리리리리트리리리리	
./recog/demo_korean/9th/pre\combined_024.png	(틸레이프틸이/이세아세아이이이트        	
./recog/demo_korean/9th/pre\combined_029.png	잔탄검트로메타민                 	
./recog/demo_korean/9th/pre\half2.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\half.png	아크릴레이티c1--0일             	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	글리세린                     	
./recog/demo_korean/9th/pre\test_003.png	미네릴오일                    	
./recog/demo_korean/9th/pre\test_004.png	아이소프로필팔미테이트              	
./recog/demo_korean/9th/pre\test_005.png	페트롤라둘                    	
./recog/demo_korean/9th/pre\test_006.png	피이자-                     	
./recog/demo_korean/9th/pre\test_007.png	다이메티콘                    	
./recog/demo_korean/9th/pre\test_008.png	100스테아레이트                	
./recog/demo_korean/9th/pre\test_009.png	스테아릴알코올                  	
./recog/demo_korean/9th/pre\test_010.png	페녹시에탄올                   	
./recog/demo_korean/9th/pre\test_011.png	스테아릭애씨드                  	
./recog/demo_korean/9th/pre\test_012.png	에틸헥실글리세린                 	
./recog/demo_korean/9th/pre\test_013.png	글리세릴스테아레이트               	
./recog/demo_korean/9th/pre\test_014.png	암모늄이크릴로일다이에              	
./recog/demo_korean/9th/pre\test_015.png	틸타우레이트                   	
./recog/demo_korean/9th/pre\test_016.png	(브이피코폴리머                 	
./recog/demo_korean/9th/pre\test_017.png	소듐하이드록사이드                	
./recog/demo_korean/9th/pre\test_018.png	향료                       	
./recog/demo_korean/9th/pre\test_019.png	아크릴레이티c1-0               	
./recog/demo_korean/9th/pre\test_020.png	알리아크릴레하트로트폴폴리세           	
./recog/demo_korean/9th/pre\test_021.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_022.png	에탄올                      	
./recog/demo_korean/9th/pre\test_023.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\test_024.png	마그네슘아스피테이트               	
./recog/demo_korean/9th/pre\test_025.png	징크글루코네이트                 	
./recog/demo_korean/9th/pre\test_026.png	카페글루네네이트                 	
./recog/demo_korean/9th/pre\test_027.png	카보머                      	
./recog/demo_korean/9th/pre\test_028.png	잔탄검                      	
./recog/demo_korean/9th/pre\test_029.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_030.png	펜틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_031.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\test_032.png	하이드록시아세토페논               	
./recog/demo_korean/9th/pre\test_033.png	쇠비름추출물                   	
./recog/demo_korean/9th/pre\test_034.png	말라카이트추출물                 	
./recog/demo_korean/9th/pre\test_035.png	에틸헥실글리세린                 	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	피이                       	
./recog/demo_korean/9th/pre\combined_008.png	100스테                    	
./recog/demo_korean/9th/pre\combined_015.png	틸타우                      	
./recog/demo_korean/9th/pre\combined_020.png	알릴아크릴레이트                 	
./recog/demo_korean/9th/pre\combined_024.png	마그네슘아                    	
./recog/demo_korean/9th/pre\test_001.png	정즈                       	
./recog/demo_korean/9th/pre\test_002.png	글리                       	
./recog/demo_korean/9th/pre\test_003.png	미네름                      	
./recog/demo_korean/9th/pre\test_004.png	아이소프로필                   	
./recog/demo_korean/9th/pre\test_005.png	페트                       	
./recog/demo_korean/9th/pre\test_006.png	피이                       	
./recog/demo_korean/9th/pre\test_007.png	다이마                      	
./recog/demo_korean/9th/pre\test_008.png	100스테                    	
./recog/demo_korean/9th/pre\test_009.png	스테아릴                     	
./recog/demo_korean/9th/pre\test_010.png	페녹시                      	
./recog/demo_korean/9th/pre\test_011.png	스테아루                     	
./recog/demo_korean/9th/pre\test_012.png	에틸헥실                     	
./recog/demo_korean/9th/pre\test_013.png	글리세릴스                    	
./recog/demo_korean/9th/pre\test_014.png	암모늄아크                    	
./recog/demo_korean/9th/pre\test_015.png	틸타우                      	
./recog/demo_korean/9th/pre\test_016.png	/브이피                     	
./recog/demo_korean/9th/pre\test_017.png	소듐하이드                    	
./recog/demo_korean/9th/pre\test_018.png	향                        	
./recog/demo_korean/9th/pre\test_019.png	아크릴레이                    	
./recog/demo_korean/9th/pre\test_020.png	알릴아크릴레이트                 	
./recog/demo_korean/9th/pre\test_021.png	다이소듐                     	
./recog/demo_korean/9th/pre\test_022.png	에튼                       	
./recog/demo_korean/9th/pre\test_023.png	에델바이                     	
./recog/demo_korean/9th/pre\test_024.png	마그네슘아                    	
./recog/demo_korean/9th/pre\test_025.png	징크글루                     	
./recog/demo_korean/9th/pre\test_026.png	카퍼글루                     	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	페트롤라듐피이자-                	
./recog/demo_korean/9th/pre\combined_008.png	다이에티콘아이스테아레이트            	
./recog/demo_korean/9th/pre\combined_015.png	0모노이크릴로일다이아이아아아아릴이트      	
./recog/demo_korean/9th/pre\combined_020.png	마크릴아테아-10아릴//아크아크릴다이트    	
./recog/demo_korean/9th/pre\combined_024.png	제틸사이스/틸아이아스테스아아아이트       	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	글리세린                     	
./recog/demo_korean/9th/pre\test_003.png	미네릴오일                    	
./recog/demo_korean/9th/pre\test_004.png	아이소프로필팔미메이트              	
./recog/demo_korean/9th/pre\test_005.png	페트롤라툼                    	
./recog/demo_korean/9th/pre\test_006.png	피이자-                     	
./recog/demo_korean/9th/pre\test_007.png	다이메티콘                    	
./recog/demo_korean/9th/pre\test_008.png	100스테아레이트                	
./recog/demo_korean/9th/pre\test_009.png	스테아릴알코올                  	
./recog/demo_korean/9th/pre\test_010.png	페녹시에탄올                   	
./recog/demo_korean/9th/pre\test_011.png	스테아릭에씨드                  	
./recog/demo_korean/9th/pre\test_012.png	에틸헥실글리세린                 	
./recog/demo_korean/9th/pre\test_013.png	글리세릴스테아레이트               	
./recog/demo_korean/9th/pre\test_014.png	암모늄이크릴로일다이에              	
./recog/demo_korean/9th/pre\test_015.png	틸타우레이트                   	
./recog/demo_korean/9th/pre\test_016.png	/브이피코폴리머                 	
./recog/demo_korean/9th/pre\test_017.png	소듐하이드록사이드                	
./recog/demo_korean/9th/pre\test_018.png	향료                       	
./recog/demo_korean/9th/pre\test_019.png	아크릴레이트(c1-30             	
./recog/demo_korean/9th/pre\test_020.png	이릴아크릴레이트라라리폴리세           	
./recog/demo_korean/9th/pre\test_021.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_022.png	에탄올                      	
./recog/demo_korean/9th/pre\test_023.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\test_024.png	마그베슘아스파테이트               	
./recog/demo_korean/9th/pre\test_025.png	징크글루코네이트                 	
./recog/demo_korean/9th/pre\test_026.png	카페글루코네이트                 	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	페트롤라듐피이자-                	
./recog/demo_korean/9th/pre\combined_008.png	다이에티콘아이스테아레이트            	
./recog/demo_korean/9th/pre\combined_015.png	0모노이크릴로일다이아이아아아아릴이트      	
./recog/demo_korean/9th/pre\combined_020.png	마크릴아테아-10아릴//아크아크릴다이트    	
./recog/demo_korean/9th/pre\combined_024.png	제틸사이스/틸아이아스테스아아아이트       	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	글리세린                     	
./recog/demo_korean/9th/pre\test_003.png	미네릴오일                    	
./recog/demo_korean/9th/pre\test_004.png	아이소프로필팔미메이트              	
./recog/demo_korean/9th/pre\test_005.png	페트롤라툼                    	
./recog/demo_korean/9th/pre\test_006.png	피이자-                     	
./recog/demo_korean/9th/pre\test_007.png	다이메티콘                    	
./recog/demo_korean/9th/pre\test_008.png	100스테아레이트                	
./recog/demo_korean/9th/pre\test_009.png	스테아릴알코올                  	
./recog/demo_korean/9th/pre\test_010.png	페녹시에탄올                   	
./recog/demo_korean/9th/pre\test_011.png	스테아릭에씨드                  	
./recog/demo_korean/9th/pre\test_012.png	에틸헥실글리세린                 	
./recog/demo_korean/9th/pre\test_013.png	글리세릴스테아레이트               	
./recog/demo_korean/9th/pre\test_014.png	암모늄이크릴로일다이에              	
./recog/demo_korean/9th/pre\test_015.png	틸타우레이트                   	
./recog/demo_korean/9th/pre\test_016.png	/브이피코폴리머                 	
./recog/demo_korean/9th/pre\test_017.png	소듐하이드록사이드                	
./recog/demo_korean/9th/pre\test_018.png	향료                       	
./recog/demo_korean/9th/pre\test_019.png	아크릴레이트(c1-30             	
./recog/demo_korean/9th/pre\test_020.png	이릴아크릴레이트라라리폴리세           	
./recog/demo_korean/9th/pre\test_021.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_022.png	에탄올                      	
./recog/demo_korean/9th/pre\test_023.png	에틸바이스추출물                 	
./recog/demo_korean/9th/pre\test_024.png	마그베슘아스파테이트               	
./recog/demo_korean/9th/pre\test_025.png	징크글루코네이트                 	
./recog/demo_korean/9th/pre\test_026.png	카페글루코네이트                 	
